name,E125_1,E125_2,E145_1,E145_2,P0_1,P0_2,P07_1,P07_2,P21_1,P21_2,Adult_1,Adult_2
ENSMUSG00000000001,5706.433121,5089.666704,4928.042296,5072.372227,4633.488991,5219.6105,3745.927875,3539.555401,4292.106958,4184.38946,4614.415597,4031.281671
ENSMUSG00000000028,928.1316233,953.1289859,707.8137672,687.0122968,156.7721839,125.7557097,335.2681073,273.8129468,190.4781194,257.308725,89.78274692,127.1901704
ENSMUSG00000000056,1363.361531,1300.295173,1300.866934,1227.297416,1189.190711,984.337847,928.4993948,926.0517601,1464.9499,1568.83378,843.5402268,2739.978077
ENSMUSG00000000058,173.0154227,183.0512622,418.320898,307.8528156,947.3327695,800.9441037,1166.296072,983.3614467,1184.427579,1611.30221,634.743141,1125.309643
ENSMUSG00000000078,827.3981994,779.1952195,1378.607986,1439.846131,4583.911463,2607.933885,3398.055704,4276.394228,6359.660363,7866.652185,8631.671529,8771.810223
ENSMUSG00000000085,758.9609878,480.421895,476.8117846,573.1958883,456.9172198,714.1127803,797.4171273,977.9033813,1217.905551,791.9113187,755.8454508,2360.563331
ENSMUSG00000000088,1729.38527,1616.602143,1579.253939,1560.51895,3280.156463,3696.319611,3882.892039,3837.019965,12005.89359,11376.54305,19875.3946,17487.57054
ENSMUSG00000000093,625.9313516,448.1599868,1110.586455,979.7810101,865.5968445,428.1682498,696.5846138,730.4710839,126.9854129,152.3867206,58.46318404,28.02495279
ENSMUSG00000000120,616.7038624,277.7329495,850.7092244,637.6461437,499.1251155,614.5561767,744.4800577,662.2452666,188.1692937,81.18964624,2.087970859,66.82873358
ENSMUSG00000000127,545.190821,524.6066825,570.1010468,551.9410169,381.2109942,395.2322306,443.6630592,496.6839499,308.2282296,414.6917316,499.0250352,338.4551991
ENSMUSG00000000131,1822.42912,1953.248143,1900.58362,1701.075358,1334.573463,1667.760246,1119.240899,1363.606668,1933.641515,1230.335408,699.4702376,515.2279782
ENSMUSG00000000134,993.4930053,738.5171613,638.957407,679.4702456,728.2536919,735.8206111,611.7172483,613.1226781,558.735817,1251.569624,108.5744846,316.8975431
ENSMUSG00000000142,265.2903149,245.4710413,859.5939161,700.0394761,341.0129983,334.6000134,376.4413836,446.6516839,417.8974499,540.8479511,325.7234539,310.4302463
ENSMUSG00000000148,427.5403335,457.9788284,445.7153639,461.4364029,344.3628313,391.4895011,297.4559147,331.1226333,196.2501836,226.081938,423.8580843,286.7168247
ENSMUSG00000000149,2390.688664,2290.595488,2317.423736,2369.575347,1601.220169,1479.126681,1846.915538,1705.645432,662.632973,453.4129475,482.3212683,610.0816646
ENSMUSG00000000154,13.07227638,37.17132911,88.10652542,84.33384481,382.5509274,403.4662354,556.2593659,621.3097762,1159.030496,1530.112564,1365.532941,2192.413614
ENSMUSG00000000159,59.20972245,63.1211249,102.9143448,102.8461522,700.7850614,806.1839249,519.2874443,590.380739,1841.288488,1819.897147,3324.049607,4468.902087
ENSMUSG00000000168,1648.644739,1251.200965,1407.483234,1265.693313,1737.223388,2368.3992,2102.357906,1975.819669,2143.744653,1839.882291,1693.344366,1638.381855
ENSMUSG00000000171,2750.560743,2606.902458,2546.944936,2689.08406,5319.534788,5451.659726,4971.883185,4927.723364,14435.93263,15712.07015,36902.79695,33468.26093
ENSMUSG00000000184,13262.20887,13704.29756,12361.56763,12319.59775,10696.01674,10342.65858,5588.642059,6064.820319,3481.70914,3765.950514,1728.839871,2282.95577
ENSMUSG00000000194,1537.145911,1273.644031,1443.022,1306.831774,2275.876533,2051.015742,1646.931053,1312.664725,1556.148515,1818.648076,3618.453498,1627.603027
ENSMUSG00000000204,0,0,7.403909699,3.428205074,43.54782887,96.56241997,299.9767275,339.3097314,370.5665232,141.1450773,820.5725474,1052.013612
ENSMUSG00000000216,0,0,0,0,1667.546862,728.3351522,252.9215546,434.8258756,20.77943121,251.0633676,37.58347545,32.33648399
ENSMUSG00000000253,326.8069096,345.0621494,402.0322967,412.0702499,402.6499254,489.5490129,343.6708167,365.6903807,602.6035051,538.3498081,828.9244308,1224.47486
ENSMUSG00000000266,216.8459965,204.0916372,445.7153639,400.4143526,901.7750408,756.0313502,1021.76947,886.0259473,674.1771015,858.1121072,853.9800811,250.0688095
ENSMUSG00000000275,635.1588408,641.7314364,1678.466329,1646.909717,2265.157068,2265.099867,2479.63956,2360.613279,1732.77368,2177.131591,2069.179121,2084.625334
ENSMUSG00000000276,243.7595067,337.3473453,390.1860411,292.7687133,275.3562717,273.2192503,278.129683,276.5419795,158.1545598,227.3310095,110.6624555,224.1996223
ENSMUSG00000000278,953.5072187,986.09224,1571.109638,1633.196897,1613.279568,1850.405443,1371.322183,1642.877681,1363.36157,1262.811267,402.9783757,681.2219293
ENSMUSG00000000282,694.3685633,743.4265821,701.1502485,661.6435792,826.7387818,690.9078576,572.2245139,596.748482,399.4268444,229.8291524,141.9820184,558.3432902
ENSMUSG00000000290,6.92061691,24.54710413,32.57720268,40.45281987,76.37619216,67.36913021,138.644706,237.4258442,92.3530276,103.6729329,304.8437453,153.0593575
ENSMUSG00000000295,664.3792233,732.9063946,453.8596646,410.6989678,324.9338,413.9458779,333.5875654,258.3484282,685.7212299,630.7810977,1528.394668,1636.22609
ENSMUSG00000000296,738.199137,736.4131238,179.1746147,184.437433,180.8909814,263.4881537,129.4017256,77.32259294,277.0590828,198.6023654,805.9567514,773.9198501
ENSMUSG00000000303,2642.137745,2446.294263,5193.102263,5939.02247,15105.73688,15914.08565,14506.4376,15089.73143,14762.63146,16039.32688,10669.53109,11942.94142
ENSMUSG00000000308,42.29265889,14.02691664,420.5420709,521.7728122,13375.21316,13825.64261,16109.67457,17068.28013,30387.60932,30639.72342,43252.31633,39375.05867
ENSMUSG00000000317,423.6955464,480.421895,342.0606281,350.3625585,113.224355,68.1176761,205.8663817,182.8451904,63.49270647,102.4238614,2.087970859,0
ENSMUSG00000000326,600.5557563,699.2417947,878.8440813,877.6204989,999.5901641,1071.16917,1312.503217,1208.051805,2567.414167,3027.749269,3397.128587,4035.593202
ENSMUSG00000000339,862.7702414,1054.824132,659.6883542,774.7743467,899.0951744,1138.538301,804.9795658,791.4194807,924.6846888,1049.220044,707.822121,1427.116827
ENSMUSG00000000340,721.2820735,610.170874,745.5737067,739.1210139,1056.537325,1211.895798,894.888557,804.1549666,1099.001028,915.5693953,643.0950244,735.1160693
ENSMUSG00000000346,3164.259843,2981.421133,3506.491633,3820.391734,6345.923616,6922.552402,6303.712633,5546.304108,8587.677154,8596.10993,11494.27958,9442.253325
ENSMUSG00000000355,364.4858239,406.7805827,408.6958154,357.9046097,379.2010944,440.89353,529.3706957,476.6710435,750.3683492,830.6325346,922.8831195,1187.826845
ENSMUSG00000000374,953.5072187,1099.710265,1121.692319,1171.074853,2299.325364,2551.044397,2169.579581,2233.25842,1722.383965,1839.882291,1810.270734,1636.22609
ENSMUSG00000000378,945.8176443,944.0114901,678.1981284,771.3461416,657.9071992,573.3861527,474.7530842,650.4194582,878.508175,592.0598818,649.358937,819.1909277
ENSMUSG00000000384,1063.468132,1106.723723,1106.8845,1289.690749,883.6859427,940.1736394,1104.956293,1062.503395,985.8685696,775.6733895,1375.972796,1185.67108
ENSMUSG00000000385,195.3151883,159.9068497,302.8199067,346.2487125,7609.480619,8728.793638,4778.620867,5224.27825,10843.39985,13928.39608,16549.25702,18179.5713
ENSMUSG00000000392,6.92061691,11.22153331,530.1199345,591.0225547,146.7226849,130.2469851,252.9215546,225.6000359,197.4045965,211.0930802,83.51883434,202.6419663
ENSMUSG00000000394,83.04740292,0.701345832,11.84625552,7.542051162,1002.27003,1437.956657,856.2360935,605.8452576,2508.539112,2142.157589,4203.085338,3824.328173
ENSMUSG00000000399,1812.432673,1716.193251,1825.063741,1950.648687,2230.318804,2357.919557,2631.728601,2628.058482,4699.614692,4516.642474,5568.61828,5645.950104
ENSMUSG00000000409,303.7381866,251.7831538,172.511096,309.2240977,50.91746144,95.06532819,57.13842429,130.0838916,120.0589359,226.081938,127.3662224,409.5954638
ENSMUSG00000000416,1004.258409,1416.017235,320.58929,248.8876884,1041.79806,943.167823,685.6610915,681.3484954,550.6549271,644.520884,734.9657422,1194.294142
ENSMUSG00000000420,3599.48975,3190.422191,3023.01633,3104.582515,3359.212522,3860.251161,3177.904716,2775.426248,2822.539406,2471.91246,2127.642305,1647.004918
ENSMUSG00000000439,745.1197539,738.5171613,447.9365368,829.6256279,526.593746,694.6505871,530.2109666,730.4710839,533.3387344,729.4577447,219.2369401,1638.381855
ENSMUSG00000000440,24.6066379,5.610766657,131.0492017,168.6676896,1120.854118,1625.841676,1342.752971,1116.174371,1829.744359,2352.001598,2277.976207,1640.537621
ENSMUSG00000000441,3107.356992,3212.163911,2971.188962,3394.608664,2884.876171,2944.03099,2803.984145,2598.9488,3200.032406,3245.087707,3159.099909,3522.520989
ENSMUSG00000000489,181.4739545,239.8602746,439.7922361,401.7856346,513.194414,359.3020278,400.809241,509.4194358,334.779725,228.580081,4.175941717,101.3209832
ENSMUSG00000000530,834.3188163,828.9907736,952.1427873,924.2440879,1057.207292,698.3933165,914.2147887,958.8001524,766.5301291,678.245814,916.6192069,338.4551991
ENSMUSG00000000531,246.8353364,209.001058,265.0599672,215.2912786,225.7787435,154.9489995,175.6166276,138.2709897,106.2059817,79.94057476,89.78274692,17.24612479
ENSMUSG00000000532,1090.381642,1173.351577,1337.146092,1369.910747,2074.216587,1820.463608,1822.547681,1807.52932,1333.346836,1401.458201,638.9190827,862.3062397
ENSMUSG00000000538,861.2323265,932.088611,1064.682215,1066.171778,2257.117468,1993.377708,2309.064558,2381.535863,923.530276,1267.807553,701.5582085,1159.801892
ENSMUSG00000000544,51.52014811,30.85921662,863.2958709,870.0784477,6159.002935,7482.464729,8606.895295,8096.130319,8685.802246,10544.66144,7076.13324,7965.553889
ENSMUSG00000000552,705.9029248,664.1745031,416.8401161,362.0184558,352.4024305,321.8747332,257.1229093,372.0581237,146.6104313,103.6729329,48.02332975,53.89413998
ENSMUSG00000000555,2564.473044,2436.475421,4074.371507,3969.175834,5216.359931,5760.809179,4352.603498,5229.736315,1189.04523,1511.376492,605.511549,582.0567118
ENSMUSG00000000561,2853.601039,2958.978066,2635.791853,2383.973808,1209.959676,1146.772305,1147.810112,1160.748572,1157.876084,819.3908913,847.7161686,648.8854454
ENSMUSG00000000563,5854.841906,5494.343249,5215.313992,5766.926575,6359.992914,7205.502749,7344.808335,6714.3301,21995.02794,20324.89113,46056.4612,40006.69799
ENSMUSG00000000567,547.4976933,380.8307869,834.4206231,1033.94665,757.0622557,512.7539355,674.7375692,755.0323781,957.0082485,856.8630357,993.8741287,907.5773173
ENSMUSG00000000568,10528.56519,10210.89397,7044.079688,7531.766547,3776.601713,4117.750948,3517.374178,3658.723162,1933.641515,1182.870692,989.6981869,1080.038565
ENSMUSG00000000581,2327.634154,2604.097075,1460.791384,1197.814853,1478.616282,1625.841676,1560.383146,1067.96146,2496.994984,2313.280382,3793.84305,3078.433276
ENSMUSG00000000594,347.5687604,335.2433078,441.2730181,404.5281987,519.2241134,497.0344718,890.6872022,850.5485223,1159.030496,1082.944974,891.5635566,702.7795853
ENSMUSG00000000600,894.2974962,871.7728694,694.4867298,660.9579382,587.5607064,633.269824,862.958261,738.658182,661.4785602,683.2420999,559.5761901,836.4370525
ENSMUSG00000000605,1311.841383,1204.210794,1526.68618,1371.28203,1997.170428,1873.610366,2196.468252,2198.690672,2146.053479,1964.789439,1580.59394,2364.874862
ENSMUSG00000000628,1307.227638,1323.439585,1942.045514,1417.905619,2306.694997,1530.776348,1409.974647,1705.645432,1350.663029,1150.394834,2115.11448,1593.110778
ENSMUSG00000000631,1148.822407,1274.345377,1235.712529,1300.661005,2402.50022,3520.411327,3574.512602,5254.29761,1619.641222,1281.547339,1724.663929,1196.449908
ENSMUSG00000000682,32.29621225,21.7417208,66.63518729,52.79435814,68.33659299,59.13512541,277.289412,221.051648,658.0153216,378.4686586,1233.990777,829.9697557
ENSMUSG00000000690,164.556891,191.4674122,536.0430622,605.421016,214.3893113,290.4358058,192.4220465,146.4580878,572.5887711,430.9296608,730.7898005,577.7451806
ENSMUSG00000000693,661.3033936,448.1599868,511.6101602,735.0071678,449.5475872,139.9780817,464.6698329,276.5419795,95.81626613,251.0633676,91.87071777,17.24612479
ENSMUSG00000000708,259.1386554,255.2898829,351.6857107,453.8943518,875.6463435,740.3118865,835.2293198,743.2065698,887.7434778,1165.383691,699.4702376,638.1066174
ENSMUSG00000000711,2046.195733,1925.194309,1891.698928,1947.906123,2402.50022,2491.909272,2447.709264,2347.877793,2566.259754,3085.206557,2042.0355,3046.096792
ENSMUSG00000000732,82.27844548,66.62785406,88.10652542,117.9302545,407.3396915,244.7745064,270.5672445,337.4903762,421.3606884,427.1824464,526.1686563,396.6608703
ENSMUSG00000000738,968.1174099,1005.729923,1066.162997,1069.599983,1166.411847,1088.385726,1361.238932,1544.632504,1258.310001,1387.718415,1369.708883,1362.443859
ENSMUSG00000000739,300.6623569,204.792983,165.1071863,78.8487167,87.09565773,34.433111,60.49950808,39.11613525,24.24266974,0,0,0
ENSMUSG00000000740,17226.9534,19298.93326,17254.81155,18377.23612,15987.41293,15985.19751,13125.87244,12380.71165,26005.45816,27322.18957,47369.79487,38575.26963
ENSMUSG00000000743,1487.163678,1571.71601,1505.955233,1507.03895,3390.030986,3365.462327,2716.595967,2580.755249,5142.909224,6777.461854,7821.538836,8461.379977
ENSMUSG00000000751,3850.938832,3651.206402,3054.853142,3127.208668,1400.900156,1208.901614,1780.534134,1920.329338,1594.244139,1146.647619,1267.398311,1293.45936
ENSMUSG00000000753,733.5853924,537.2309074,342.8010191,292.7687133,266.646706,321.8747332,556.2593659,695.9033364,330.1620737,211.0930802,20.87970859,336.2994335
ENSMUSG00000000759,1079.616238,1178.260998,1110.586455,1196.443571,726.9137587,696.8962248,1089.831416,1110.716306,736.5153951,826.8853202,501.113006,894.6427237
ENSMUSG00000000776,649.0000746,721.6848613,604.1590314,640.3887078,331.633466,366.0389408,346.1916296,329.3032782,377.4930003,580.8182385,582.5438695,439.7761822
ENSMUSG00000000782,475.2156945,533.0228325,307.2622525,300.3107645,176.2012153,179.6510139,269.7269735,175.5677698,99.27950467,251.0633676,123.1902807,21.55765599
ENSMUSG00000000787,14624.80145,16896.82379,13362.57622,12406.67416,11180.40259,9478.088075,7793.51302,9583.453137,5223.718124,4908.850919,2833.376455,3207.779212
ENSMUSG00000000794,153.0225294,120.6314831,535.3026712,560.1687091,575.5013076,538.9530417,873.0415124,878.7485268,230.882569,151.1376492,18.79173773,77.60756157
ENSMUSG00000000804,671.2998402,709.7619822,943.9984866,804.2569103,1000.930097,1126.561566,1157.053092,893.3033678,1153.258432,1076.699616,674.4145873,907.5773173
ENSMUSG00000000805,7.689574344,10.52018748,9.625082609,8.913333192,30.14849691,65.87203843,281.4907667,286.5484327,8938.618659,13518.70063,32181.89484,29193.37774
ENSMUSG00000000811,239.9147195,291.7598662,292.4544331,335.2784562,401.9799588,375.7700374,321.8237721,317.4774698,368.2576975,177.3681502,194.1812898,351.3897927
ENSMUSG00000000823,2178.456412,2228.175709,1744.361125,1437.103567,1313.134532,1270.282377,1472.994967,1230.793744,323.2355966,172.3718643,54.28724232,618.704727
ENSMUSG00000000826,3181.945864,3482.182057,3346.567184,2872.835852,4137.043742,4024.182711,3588.797208,3530.458626,2164.524084,2143.406661,968.8184784,1140.400002
ENSMUSG00000000827,2138.470625,2174.17208,1631.821698,1569.432283,1394.20049,1892.324013,1315.02403,1359.967958,2709.406947,2976.537338,6725.354135,5755.89415
ENSMUSG00000000838,1682.478866,1772.300918,1804.332794,1869.057406,1530.873676,1590.660019,1404.933021,1521.890565,1204.052597,1214.097479,1689.168425,1067.103972
ENSMUSG00000000861,1646.337867,1556.286402,672.2750007,726.7794756,442.1779546,451.3731724,490.7182322,457.5678147,126.9854129,181.1153647,208.7970859,127.1901704
ENSMUSG00000000876,238.3768047,291.7598662,350.2049288,375.7312761,635.7983014,631.0241863,742.7995158,664.9742993,1082.839249,1372.729557,718.2619753,1692.275995
ENSMUSG00000000881,1625.576016,1844.539539,1081.711207,1054.515881,1580.451205,1169.228682,972.193484,1235.342132,1204.052597,2075.956801,1319.597583,1036.923253
ENSMUSG00000000884,230.6872303,260.9006496,173.9918779,150.8410232,138.0131192,217.8268544,142.0057898,107.3419526,406.3533214,72.44614588,106.4865138,118.567108
ENSMUSG00000000889,96.1196793,34.36594578,67.37557826,153.5835873,14.06929856,368.2845785,36.13165066,48.21291089,83.11772484,23.73235813,0,0
ENSMUSG00000000901,1630.189761,1601.172535,829.2378863,796.0292181,326.2737332,335.3485593,418.4549309,442.1032961,98.12509182,139.8960058,160.7737561,161.6824199
ENSMUSG00000000902,3078.13661,3309.650982,2504.742651,2593.779959,1233.408507,1395.289541,1380.565163,1456.39378,1280.243845,1407.703559,1507.51496,1088.661628
ENSMUSG00000000915,522.122098,555.4658991,664.871091,787.801526,1433.72852,1298.727121,1295.697798,1393.626028,1161.339322,1402.707273,1824.88653,1280.524766
ENSMUSG00000000916,239.9147195,384.337516,366.4935301,276.99897,188.260614,293.4299894,263.8450769,199.2193865,130.4486515,268.5503683,254.7324447,189.7073727
ENSMUSG00000000934,109.9609131,136.7624373,201.3863438,246.1451243,178.211115,276.9619798,165.5333763,163.7419615,282.831147,79.94057476,352.8670751,135.8132327
ENSMUSG00000000938,1630.958718,1643.253285,5.923127759,4.113846089,1106.114853,1199.919064,1378.884622,1340.864729,1194.817295,1668.759498,2334.35142,2369.186394
ENSMUSG00000000957,6151.659475,6152.20564,4517.865698,3821.763016,3664.047324,3948.579576,3922.384774,3969.832889,1417.618974,1655.019712,461.4415597,702.7795853
ENSMUSG00000000958,178.3981248,162.7122331,250.9925388,242.7169192,1396.21039,1710.427362,1163.77526,1235.342132,649.9344317,820.6399628,789.2529845,853.6831773
ENSMUSG00000000959,1396.426701,1618.004835,1267.54934,1203.985622,1565.041973,1497.091783,1418.377356,1117.084049,1623.10446,1676.253927,1741.367696,1472.387904
ENSMUSG00000000976,929.6695382,991.7030067,656.7267903,665.7574253,416.0492573,446.8818971,422.6562856,460.2968474,244.7355231,497.1304493,275.6121533,204.7977319
ENSMUSG00000000983,0,0,0,0,71.01645938,157.1946372,44.53436011,95.51614422,178.933991,238.5726528,352.8670751,482.8914942
ENSMUSG00000001016,6073.225817,6520.412202,3758.224563,3725.087633,1670.896695,1727.643917,1770.450882,1745.671245,2283.428607,2345.756241,3104.812667,2921.062387
ENSMUSG00000001017,5138.173577,5167.516091,3949.985824,3960.262501,2632.298763,2894.626962,2473.757664,2560.742343,2921.818911,2812.908974,2031.595645,2459.728549
ENSMUSG00000001018,509.818779,483.2272784,486.4368672,532.0574274,590.9105394,770.2537221,615.9186031,667.703332,841.566964,794.4094617,478.1453266,791.1659749
ENSMUSG00000001020,4.613744606,1.402691664,25.91368395,23.3117945,56.94716082,51.6496665,115.1171195,110.9806628,416.743037,633.2792407,1148.383972,666.1315702
ENSMUSG00000001025,131.4917213,121.332829,544.1873629,696.611271,13771.16342,15702.99571,11987.30531,12098.7116,41817.4509,45001.5473,74229.45199,68432.62318
ENSMUSG00000001029,361.4099942,304.3840912,293.9352151,357.9046097,121.2639542,130.2469851,152.9293121,189.2129333,128.1398258,117.4127192,413.41823,97.00945196
ENSMUSG00000001034,1414.881679,1512.101614,1004.710546,958.5261386,494.4353493,423.6769745,414.2535761,490.316207,484.8533949,157.3830066,135.7181058,241.4457471
ENSMUSG00000001036,887.3768793,1029.575682,997.3066365,813.8558845,889.715642,1033.741876,1160.414176,976.9937037,921.2214503,1317.770412,699.4702376,513.0722126
ENSMUSG00000001039,288.3590379,279.1356412,221.3769,211.8630736,56.27719423,94.3167823,126.8809128,160.1032513,207.7943121,174.8700073,718.2619753,573.4336494
ENSMUSG00000001052,1715.544036,1923.791618,1816.91944,1481.670233,1250.157672,1058.44389,1429.300878,1244.438908,781.537496,1020.4914,1119.15238,353.5455583
ENSMUSG00000001053,469.064035,562.4793574,341.3202371,285.9123032,276.6962049,218.5754002,179.8179823,267.4452038,347.4782663,236.0745098,190.0053481,280.2495279
ENSMUSG00000001054,439.074695,536.5295616,409.4362064,490.9189666,471.6564849,541.9472253,467.1906457,494.8645948,491.779872,435.9259467,521.9927146,668.2873358
ENSMUSG00000001056,1374.126935,1395.678206,1232.010574,1320.544594,641.8280008,798.698466,736.0773483,654.0581685,1965.965075,1380.223986,4497.489229,2944.775809
ENSMUSG00000001062,345.2618881,502.8649617,445.7153639,364.7610198,505.1548148,389.9924093,362.9970485,484.8581416,233.1913947,573.3238096,636.8311118,189.7073727
ENSMUSG00000001065,379.8649726,415.1967326,460.5231833,373.674353,309.5245682,348.0738394,424.3368275,357.5032826,297.838514,403.4500882,158.6857852,288.8725903
ENSMUSG00000001082,599.0178414,681.006803,687.823211,585.5374266,646.517767,540.4501335,494.079316,576.7355756,617.6108721,313.5169416,309.0196871,767.4525533
ENSMUSG00000001089,3369.571478,3510.937236,2583.964485,2285.241502,2145.233047,2043.530283,3445.951148,3151.123082,1411.846909,1224.090051,682.7664707,704.9353509
ENSMUSG00000001095,8.458531779,5.610766657,3.70195485,2.742564059,1764.692019,1766.568303,1693.986226,1459.122813,1464.9499,1653.77064,1568.066115,1627.603027
ENSMUSG00000001098,2497.573747,2115.960376,2592.108786,2627.376369,4389.62115,4561.638661,3331.674299,3492.252168,3383.584049,3040.239984,1837.414355,1834.556525
ENSMUSG00000001100,2024.664925,2178.380155,1714.745486,1777.18151,1506.754879,1717.164275,1427.620336,1424.555065,1812.428167,2039.733728,2731.065883,2386.432518
ENSMUSG00000001105,502.8981621,422.9115368,519.0140699,495.0328127,492.4254495,628.0300028,821.7849847,700.4517243,1717.766313,1787.421289,2735.241825,2921.062387
ENSMUSG00000001119,2254.583198,1524.725839,16601.78672,17232.21562,16968.91399,14222.37193,15472.74919,16799.92525,4281.717242,3924.582592,348.6911334,782.5429125
ENSMUSG00000001120,556.7251825,443.2505659,712.996504,789.172808,700.1150948,755.2828043,541.1344889,547.6258935,212.4119635,248.5652246,112.7504264,25.86918719
ENSMUSG00000001123,96.1196793,77.14804154,744.0929248,499.1466587,2528.453941,2680.542837,1746.923296,1755.677698,2731.340791,3166.396203,1586.857852,2116.961818
ENSMUSG00000001127,827.3981994,998.0151192,1313.453581,1171.760494,1526.853877,1586.168744,1675.500265,1677.445428,1795.111974,1560.090279,2716.450087,2358.407566
ENSMUSG00000001128,56.90285015,91.17495818,97.73160803,57.59384524,57.61712742,68.866222,75.6243851,144.6387327,289.7576241,143.6432203,388.3625797,316.8975431
ENSMUSG00000001131,319.1173353,246.1723871,188.7996973,221.4620478,146.7226849,141.4751734,95.79088779,154.6451859,211.2575506,202.3495799,54.28724232,12.9345936
ENSMUSG00000001134,223.7666134,235.6521996,179.9150057,198.1502533,205.6797456,258.9968784,323.504314,157.3742186,873.8905236,515.8665215,1194.319331,1241.720985
ENSMUSG00000001138,696.6754356,847.9271111,494.5811679,759.6902443,572.8214412,538.9530417,649.5294409,502.1420153,192.7869451,208.5949373,56.37521318,381.5705111
ENSMUSG00000001143,708.9787545,836.004232,604.8994224,508.0599919,376.521228,359.3020278,491.5585031,515.7871788,265.5149543,409.6954456,509.4648895,256.5361063
ENSMUSG00000001150,1697.858015,1439.161648,886.988382,867.3358837,1007.629763,1019.519504,831.8682361,670.4323647,778.0742575,648.2680984,4745.957761,836.4370525
ENSMUSG00000001151,1014.254856,1448.279143,1319.376708,1182.73075,814.6793831,724.5924227,1012.526489,959.70983,589.9049638,273.5466543,1315.421641,66.82873358
ENSMUSG00000001156,527.5048,433.4317243,355.3876656,366.8179429,1686.975894,1306.961126,2665.339439,2980.1037,5208.710757,6761.223925,6330.727643,6754.013622
ENSMUSG00000001157,879.687305,873.8769069,827.7571044,813.1702435,597.6102054,595.8425294,622.6407706,678.6194627,779.2286704,843.1232494,563.7521318,683.3776949
ENSMUSG00000001158,1111.91245,1036.58914,898.8346375,874.1922938,621.7290029,794.2071906,706.6678652,674.9807525,1561.920579,1460.164561,2835.464426,2427.392065
ENSMUSG00000001166,13.07227638,14.72826248,28.13485686,26.05435856,144.7127852,122.0129803,36.13165066,43.66452307,35.78679819,29.97771553,423.8580843,131.5017016
ENSMUSG00000001173,838.9325609,938.4007235,978.0564713,860.4794735,1022.369028,839.86849,977.2351096,943.3356339,390.1915416,535.8516652,121.1023098,601.4586022
ENSMUSG00000001175,11096.05578,10698.32932,12569.6175,13093.68646,13956.74417,17955.37029,17962.472,17754.17702,30197.1312,37876.84358,37550.06792,37943.63031
ENSMUSG00000001211,1018.099643,1096.203536,1102.442154,1083.312803,1669.556762,1574.940555,1878.845834,1726.568016,850.8022667,753.1901028,1033.545575,793.3217405
ENSMUSG00000001225,2.306872303,1.402691664,11.10586455,7.542051162,151.4124511,240.2832311,271.4075154,271.0839141,2382.708112,3897.10302,10201.82561,12253.37167
ENSMUSG00000001228,5959.420117,6831.108405,5336.738111,5831.37683,801.9500177,783.7275482,1356.197306,1521.890565,720.3536153,458.4092334,325.7234539,644.5739142
ENSMUSG00000001229,1224.949193,1064.642973,991.3835087,1001.035882,829.4186482,745.5517077,952.0269813,936.0582133,626.8461748,455.9110904,171.2136104,237.1342159
ENSMUSG00000001240,871.9977306,819.171932,762.602699,669.1856304,667.9566981,543.4443171,526.0096119,592.2000942,415.5886242,469.6508767,173.3015813,142.2805295
ENSMUSG00000001247,1055.0096,1155.817931,1606.648405,1920.480482,3043.658254,3566.072626,1720.874896,2034.948711,2862.943856,2765.444258,2315.559682,2903.816262
ENSMUSG00000001248,1409.498977,1679.021922,1179.442815,907.1030625,751.7025229,479.0693704,810.8614624,777.7743172,318.6179452,233.5763669,668.1506747,534.6298686
ENSMUSG00000001249,92.27489213,119.9301373,284.3101324,363.3897378,567.4617084,461.8528149,148.7279574,231.9677788,178.933991,188.6097936,609.6874907,260.8476375
ENSMUSG00000001270,1266.472894,991.0016609,4358.68164,4573.911209,4334.683889,4013.703069,6807.875201,6981.775304,5578.122867,6445.20884,3756.259574,3940.739515
ENSMUSG00000001280,3261.917437,3590.890661,3635.319662,3438.489689,2407.189986,2030.056457,2717.436238,2647.161711,1344.890964,1100.431974,321.5475122,1985.460117
ENSMUSG00000001281,16.91706356,37.87267494,104.3951268,126.8435877,77.71612536,62.12930897,99.99224252,259.2581057,167.3898625,39.97028738,2.087970859,58.20567118
ENSMUSG00000001285,1145.746577,1246.291544,730.7658873,847.4522942,572.8214412,500.0286554,415.934118,591.2904166,668.4050372,933.056396,1411.4683,1343.041968
ENSMUSG00000001288,532.1185446,493.04612,632.2938883,516.2876841,623.7389027,517.2452109,640.2864605,610.3936454,503.3240004,353.487229,16.70376687,452.7107758
ENSMUSG00000001289,3224.238522,2912.689241,2567.675884,2726.794316,2602.150266,2861.690942,2814.067397,2316.948755,6185.344023,9081.998736,33434.67736,25364.73804
ENSMUSG00000001300,2126.936264,1585.742927,1896.881665,1677.077922,1332.563563,977.600934,1719.194355,1620.135741,1373.751286,1266.558481,1179.703535,1677.185636
ENSMUSG00000001305,954.2761761,1066.747011,853.6707883,859.7938325,413.3693909,626.532911,381.4830093,356.5936051,507.9416518,429.6805893,290.2279493,426.8415886
ENSMUSG00000001313,262.9834426,236.3535454,351.6857107,365.4466609,302.8249023,362.2962114,315.9418755,229.2387461,221.6472662,337.2492998,428.034026,407.4396982
ENSMUSG00000001323,354.4893773,295.2665953,439.0518452,581.4235805,523.9138796,409.4546025,603.3145389,473.9420108,610.684395,568.3275237,734.9657422,782.5429125
